epoch,mode,measure_name,attack_name,descriptor1,descriptor2,descriptor3,descriptor4,value
18,Validation,Normal_accuracy,,,,,,73.71
18,Validation,Robust_accuracy,simple_APGD_10_iters,Total_accuracy,,,,0.01
18,Validation,Robust_accuracy,simple_APGD_10_iters,,Correct_accuracy,,,0.0135666802333469
18,Validation,Loss_measure,,,,,,"tensor(0.0041, device='cuda:0')"
18,Validation,Loss_measure,,,,,,"tensor(0.0049, device='cuda:0')"
19,Validation,Normal_accuracy,,,,,,74.48
19,Validation,Robust_accuracy,simple_APGD_10_iters,Total_accuracy,,,,0.02
19,Validation,Robust_accuracy,simple_APGD_10_iters,,Correct_accuracy,,,0.02685284640171858
19,Validation,Loss_measure,,,,,,"tensor(0.0041, device='cuda:0')"
19,Validation,Loss_measure,,,,,,"tensor(0.0049, device='cuda:0')"
